service_id,pole,categorie,prestation,prix_start,prix_business,prix_enterprise,prix_mensuel,prix_trimestriel,prix_semestriel,prix_annuel,taux_haute_saison,duree_minutes,capacite_min,capacite_max,capacite_optimale,description,conditions_annulation,privatisation,zones_geographiques,langues_disponibles,options,index_ape
EVE-COR-065,Tourisme,Events,Corporate Package Mensuel,792.0,1335.76,2496.0,565.4,15300.0,28800.0,54000.0,0.27,43200,1,10,4,Package événementiel entreprise mensuel,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Événements illimités', description_option='Option Événements illimités', prix_ht=Decimal('900.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Staff dédié', description_option='Option Staff dédié', prix_ht=Decimal('1200.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Tech support', description_option='Option Tech support', prix_ht=Decimal('1500.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",82.30Z
EVE-INN-066,Tourisme,Events,Innovation Hub,166.63,553.99,735.76,177.15,4050.0,7650.0,14400.0,0.27,480,1,10,4,Espace événementiel dédié innovation,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Lab testing', description_option='Option Lab testing', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Prototypage', description_option='Option Prototypage', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Démonstrations', description_option='Option Démonstrations', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",82.30Z
EVE-PRI-067,Tourisme,Events,Private Event Space,47.15,109.2,208.8,405.0,1147.5,2160.0,4050.0,0.27,480,1,10,4,Location espace événementiel premium,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Traiteur', description_option='Option Traiteur', prix_ht=Decimal('67.50'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Staff', description_option='Option Staff', prix_ht=Decimal('90.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Équipement technique', description_option='Option Équipement technique', prix_ht=Decimal('112.50'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",82.30Z
EVE-SEA-068,Tourisme,Events,Seasonal Event Package,2666.28,7539.92,33515.1,2269.2,63750.0,120000.0,225000.0,0.27,259200,1,10,4,Package événementiel saisonnier,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Venue Access', description_option='Option Venue Access', prix_ht=Decimal('3750.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Staff', description_option='Option Staff', prix_ht=Decimal('5000.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Tech Support', description_option='Option Tech Support', prix_ht=Decimal('6250.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",82.30Z
EVE-TEC-069,Tourisme,Events,Tech Conference Room,46.66,115.4,196.63,405.0,1147.5,2160.0,4050.0,0.27,480,1,10,4,Salle conférence équipement professionnel,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Streaming', description_option='Option Streaming', prix_ht=Decimal('67.50'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Recording', description_option='Option Recording', prix_ht=Decimal('90.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Support technique', description_option='Option Support technique', prix_ht=Decimal('112.50'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",82.30Z
FOO-DIG-070,Tourisme,Food Tech,Digital Cooking Class,45.0,11.72,20.35,45.0,121.5,229.5,432.0,0.27,120,1,10,4,Cours de cuisine connecté avec chef,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Kit ingrédients', description_option='Option Kit ingrédients', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Replay', description_option='Option Replay', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Support technique', description_option='Option Support technique', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",82.30Z
FOO-SMA-071,Tourisme,Food Tech,Smart Restaurant,35.0,8.66,14.96,35.0,94.5,178.5,336.0,0.27,240,1,10,4,Restauration gastronomique connectée,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Menu personnalisé', description_option='Option Menu personnalisé', prix_ht=Decimal('5.25'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Service privé', description_option='Option Service privé', prix_ht=Decimal('7.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Animation', description_option='Option Animation', prix_ht=Decimal('8.75'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",82.30Z
FOO-TEC-072,Tourisme,Food Tech,Tech Wine Tasting,6.92,23.58,36.63,5.96,135.0,255.0,480.0,0.27,120,1,10,4,Expérience œnologique avec NFT,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Masterclass', description_option='Option Masterclass', prix_ht=Decimal('7.50'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Dégustation privée', description_option='Option Dégustation privée', prix_ht=Decimal('10.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='NFT collector', description_option='Option NFT collector', prix_ht=Decimal('12.50'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",82.30Z
HÉB-GÎT-073,Tourisme,Hébergement Eco,Gîte Saint Joseph,11.15,20.35,37.36,11.15,243.0,459.0,864.0,0.27,240,1,10,4,Studio 25m² formule économique,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Wifi', description_option='Option Wifi', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Ménage', description_option='Option Ménage', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Kit accueil', description_option='Option Kit accueil', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",82.30Z
HÉB-GÎT-074,Tourisme,Hébergement Eco,Gîte Saint Marie,43.58,85.4,141.47,29.72,765.0,1440.0,2700.0,0.27,240,1,10,4,Hébergement économique tout équipé,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Petit-déjeuner', description_option='Option Petit-déjeuner', prix_ht=Decimal('45.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Ménage', description_option='Option Ménage', prix_ht=Decimal('60.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Wifi', description_option='Option Wifi', prix_ht=Decimal('75.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",82.30Z
HÉB-GÎT-075,Tourisme,Hébergement Eco,Gîte Saint Pierre,10.36,20.54,38.54,11.35,243.0,459.0,864.0,0.27,240,1,10,4,Chambre 20m² formule économique,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Wifi', description_option='Option Wifi', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Ménage basique', description_option='Option Ménage basique', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Services à la carte', description_option='Option Services à la carte', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",82.30Z
HÉB-BUS-076,Tourisme,Hébergement Premium,Business Extended Stay,435.15,635.15,1071.53,203.52,5100.0,9600.0,18000.0,0.27,4800,1,10,4,Séjour business longue durée,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Business services', description_option='Option Business services', prix_ht=Decimal('300.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Room service', description_option='Option Room service', prix_ht=Decimal('400.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Conciergerie 24/7', description_option='Option Conciergerie 24/7', prix_ht=Decimal('500.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",82.30Z
HÉB-COR-077,Tourisme,Hébergement Premium,Corporate Quarterly Stay,1596.0,3960.0,8880.0,1378.8,38250.0,72000.0,135000.0,0.27,129600,1,10,4,Programme hébergement corporate trimestriel,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Business Services', description_option='Option Business Services', prix_ht=Decimal('2250.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Events', description_option='Option Events', prix_ht=Decimal('3000.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Concierge', description_option='Option Concierge', prix_ht=Decimal('3750.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",82.30Z
HÉB-GÎT-078,Tourisme,Hébergement Premium,Gîte Saint Bali,55.4,69.6,145.4,27.96,765.0,1440.0,2700.0,0.27,240,1,10,4,Gîte luxe avec prestations haut de gamme,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Chef privé', description_option='Option Chef privé', prix_ht=Decimal('45.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Spa', description_option='Option Spa', prix_ht=Decimal('60.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Excursions', description_option='Option Excursions', prix_ht=Decimal('75.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",82.30Z
HÉB-GÎT-079,Tourisme,Hébergement Premium,Gîte Saint James PMR,43.58,76.63,143.52,29.88,765.0,1440.0,2700.0,0.27,240,1,10,4,Gîte accessible PMR avec services premium,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Room service', description_option='Option Room service', prix_ht=Decimal('45.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Conciergerie', description_option='Option Conciergerie', prix_ht=Decimal('60.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Transport', description_option='Option Transport', prix_ht=Decimal('75.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",82.30Z
HÉB-GÎT-080,Tourisme,Hébergement Premium,Gîte Saint Laurent,48.8,49.6,103.52,43.52,540.0,1020.0,1920.0,0.27,240,1,10,4,Suite 80m² avec support numérique  avancée et home cinema,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Smart Home Control', description_option='Option Smart Home Control', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Private Cinema', description_option='Option Private Cinema', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Tech Concierge', description_option='Option Tech Concierge', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",82.30Z
HÉB-GÎT-081,Tourisme,Hébergement Standard,Gîte Saint Cloud,17.54,51.47,76.63,17.72,405.0,765.0,1440.0,0.27,240,1,10,4,Studio 35m² avec setup digital nomad premium,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Dual Screens', description_option='Option Dual Screens', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Ergonomic Setup', description_option='Option Ergonomic Setup', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='High-Speed Internet', description_option='Option High-Speed Internet', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",82.30Z
HÉB-GÎT-082,Tourisme,Hébergement Standard,Gîte Saint Helene,53.52,83.52,141.47,27.96,765.0,1440.0,2700.0,0.27,240,1,10,4,Hébergement confort avec espace travail,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Support IT', description_option='Option Support IT', prix_ht=Decimal('45.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Restauration', description_option='Option Restauration', prix_ht=Decimal('60.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Conciergerie', description_option='Option Conciergerie', prix_ht=Decimal('75.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",82.30Z
HÉB-GÎT-083,Tourisme,Hébergement Standard,Gîte Saint Martin,17.88,46.63,73.58,16.92,405.0,765.0,1440.0,0.27,240,1,10,4,Studio 30m² avec espace bureau connecté,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Service petit-déjeuner', description_option='Option Service petit-déjeuner', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Conciergerie digitale', description_option='Option Conciergerie digitale', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Support IT', description_option='Option Support IT', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",82.30Z
WEL-ANN-084,Tourisme,Wellness Digital,Annual Wellness Program,4735.15,9960.0,20715.29,4073.52,114750.0,216000.0,405000.0,0.27,525600,1,10,4,Programme bien-être digital annuel,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Personal Coach', description_option='Option Personal Coach', prix_ht=Decimal('6750.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Digital Detox', description_option='Option Digital Detox', prix_ht=Decimal('9000.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Nutrition Plan', description_option='Option Nutrition Plan', prix_ht=Decimal('11250.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",82.30Z
WEL-DIG-085,Tourisme,Wellness Digital,Digital Detox Room,27.35,77.15,266.28,225.0,637.5,1200.0,2250.0,0.27,240,1,10,4,Espace détente numérique supervisé,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Coaching', description_option='Option Coaching', prix_ht=Decimal('37.50'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Massage', description_option='Option Massage', prix_ht=Decimal('50.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Nutrition', description_option='Option Nutrition', prix_ht=Decimal('62.50'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",82.30Z
WEL-DIG-086,Tourisme,Wellness Digital,Digital Wellness Workshop,16.92,58.8,76.63,17.54,405.0,765.0,1440.0,0.27,180,1,10,4,Atelier bien-être numérique en groupe,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Support personnalisé', description_option='Option Support personnalisé', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Matériel', description_option='Option Matériel', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Suivi post-formation', description_option='Option Suivi post-formation', prix_ht=Decimal('0'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",82.30Z
WEL-MIN-087,Tourisme,Wellness Digital,Mindful Tech Session,14.88,25.92,50.54,14.15,324.0,612.0,1152.0,0.27,120,1,10,4,Session bien-être et digital détox,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Consultation', description_option='Option Consultation', prix_ht=Decimal('18.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Suivi', description_option='Option Suivi', prix_ht=Decimal('24.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Documentation', description_option='Option Documentation', prix_ht=Decimal('30.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",82.30Z
WEL-WEL-088,Tourisme,Wellness Digital,Wellness Retreat,453.99,688.0,966.28,193.58,5100.0,9600.0,18000.0,0.27,2400,1,10,4,Retraite bien-être numérique,"{""delai_gratuit"": 72, ""frais_48h"": 0.5, ""frais_24h"": 1.0}",True,"[""La Rochelle"", ""Paris"", ""Remote""]","[""FR"", ""EN""]","[ServiceOption(option_id='OPT-1', nom_option='Coaching', description_option='Option Coaching', prix_ht=Decimal('300.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-2', nom_option='Nutrition', description_option='Option Nutrition', prix_ht=Decimal('400.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True), ServiceOption(option_id='OPT-3', nom_option='Activités', description_option='Option Activités', prix_ht=Decimal('500.00'), obligatoire=False, disponible_start=True, disponible_business=True, disponible_enterprise=True)]",82.30Z
